,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
227,NMD_R1 Shoes,150,3,The most disgusting Unboxing of my life,"The shoes came with very very clear signs of use, I just can not understand how a company like adidas allows this to be happening.  It is clear that someone try this shoes before and send them back to adidas, but the unreal part is that adidas sold this shoes to me with not even an inspection of the condition of the shoes. ¿HOW IS THIS POSIBLE?
By the way I have a video proof because I was recording the unboxing.",Sneakerkickslab ," June 11, 2023 ",True,True
228,NMD_R1 Shoes,150,3,It was okay,Yeezys are better than this model. These are not yet collectible.,KG31 ," June 11, 2023",False,False
229,NMD_R1 Shoes,150,3,Love color,Overall I love the shoe but would order a half size smaller for better fit.,TheSoloist ," June 10, 2023",False,False
230,NMD_R1 Shoes,150,3,Wife loves these shoes!,Got these for wife s bday and now she only wears these.,RoyT ," June 10, 2023",False,False
231,NMD_R1 Shoes,150,3,Okay,"They are comfortable in the sole, but the back rubs and I’m scared they will cause blisters, so I have to buy band aid to try and protect it before I wear them again.",Janet ," June 10, 2023 ",False,True
232,NMD_R1 Shoes,150,3,"They’re awesome, perfect fit and super comfortable","I like the different color option, they look really great.",Llano88 ," June 8, 2023",False,False
233,NMD_R1 Shoes,150,3,New favorite shoe,The back of the shoe sits a little high on my foot but other than that I love them.,Laura ," June 8, 2023 ",False,True
234,NMD_R1 Shoes,150,3,I was very happy with the quality and look of them,"I truly did enjoy how the shoes fit, and they are very comfortable to wear while working out or just walking around.",jreyes ," June 8, 2023",False,False
235,NMD_R1 Shoes,150,3,these are supposed to be durable and reliable,"Brand new, put one one cinched up the laces and the strip that holds the eyelets ripped straight off. these are 150.00$. I didnt even get to put the other shoe on let alone walk around in them. I love Adidas for walking, running and excersize for many, many years. :-(",suzanne ," June 7, 2023 ",True,True
236,NMD_R1 Shoes,150,3,Sizing Issue,"This shoe HAS TO BE sized incorrectly, I've had to return them for a whole size smaller and could still probably size down another half size. I wear a 7.5 in ON shoes and 7.5 in other Adidas Cloudfoam and ended up with a 6.5 in this NMD, should have went for a 6 because it still feels to big but the hassle of returning is an inconvenience. The shoe seems stiff and the support seems very thin. The only positive thing I would say is the shoe is cute, I only bought for the animal print.",Fe1210 ," June 7, 2023",False,False
239,NMD_R1 Shoes,150,3,Happy with purchase!,Perfect color for summer. Subtle and not too bright. I purchased true to size. Didn't have to size up or down and they fit great. Very comfortable and easy to wear.,Kiel42 ," June 7, 2023 ",False,True
240,NMD_R1 Shoes,150,3,"I love these shoes so much, I bought two pair!","I love these shoes so much, I bought them in black and white!",Heather ," June 7, 2023",False,False
241,NMD_R1 Shoes,150,3,Literally fav daily shoe,It’s so stylish and comfy matches everything and so comfy I wear daily,Jayjaej ," June 7, 2023",False,False
242,NMD_R1 Shoes,150,3,Overall good purchase,"Love the pattern
I have wide feet and I have no problems putting on or getting off. Nice and comfy.",Nich ," June 7, 2023",False,False
243,NMD_R1 Shoes,150,3,great shoe,got for my girlfriend she loved it. it fit her great.,ryry ," June 6, 2023",False,False
244,NMD_R1 Shoes,150,3,It was a very good gift for my girlfriend,I got it for me and my girlfriends one year anniversary and she loved them,BoofedCic ," June 6, 2023",False,False
245,NMD_R1 Shoes,150,3,Great purchase,"I love the color of the shoe, style and it's very comfortable.",Karen72 ," June 6, 2023 ",False,True
246,NMD_R1 Shoes,150,3,Perfect,"The color and style, they don't make your feet look big. They are light and airy, very comfortable.",Mindz ," June 6, 2023 ",False,True
247,NMD_R1 Shoes,150,3,Great shoe and extremely comfortable.,The shoe feels great and the color is eye catching.,Grandioso ," June 6, 2023",False,False
248,NMD_R1 Shoes,150,3,My gf loves them!!,Bought them for my gf. She says they are very comfortable,Italianmonkey ," June 6, 2023",False,False
249,NMD_R1 Shoes,150,3,Comfy shoes!,Super comfy. I normally wear an 8-1/2 or 9 and the 8 fit just right. Great tennies,honey ," June 6, 2023 ",False,True
250,NMD_R1 Shoes,150,3,Pretty good shoe,"The product is light, could use more interior padding for wear and tear over time",Wesley69 ," June 5, 2023",False,False
251,NMD_R1 Shoes,150,3,They’re grrrrreat,Love them  so much. Great style for everyday comfort,GangShit ," June 5, 2023",False,False
252,NMD_R1 Shoes,150,3,Opening to small and already worn,"I have a skinny foot and the opening of the shoe was too tight, it took a lot of effort to get the shoe on my foot. I didn't even attempt the other shoe. When I got the shoes, there was grass inside. Someone had already tried them on and obviously returned them. There was also dirt marks near the top of the shoe. The shoes were made of a hard plastic like material, not comfortable around the ankle at all. The sole of the shoe was good, but the rest was not. I had to return them. I paid too much to have uncomfortable shoes that someone had already worn.",KatieJay ," June 4, 2023",False,False
253,NMD_R1 Shoes,150,3,Best purchase,Comfortable and beautiful style love it nmd collection,Lulu ," June 4, 2023",False,False
254,NMD_R1 Shoes,150,3,They’re super cute and comfy for the gym,"Definitely would recommend 
They’re super comfortable and cute all at the same time !",Dayzzz94 ," June 4, 2023",False,False
255,NMD_R1 Shoes,150,3,I love these they are super comfortable,I have small wide feet and these fit perfect they don’t squeeze my foot at all in the front,Brooklyn16 ," June 3, 2023",False,False
256,NMD_R1 Shoes,150,3,Hard to get on Stiff fabric tongue cuts leg,Love the look but my originals from 3 years ago were softer.,Shell ," June 3, 2023",False,False
259,NMD_R1 Shoes,150,3,Very disappointed,These are at least one size too big.  I ordered the same size in a different style and it fit perfectly.,CG23 ," June 2, 2023 ",True,True
260,NMD_R1 Shoes,150,3,Súper comfy and breathable!,Enjoy the fact the shoes are so light on your feet,Michelle1514 ," June 1, 2023",False,False
261,NMD_R1 Shoes,150,3,Right color,"Color  comfort is okay  received in timely manner  glad they were on sale
They my pink addidas jacket",Gwade ," June 1, 2023 ",False,True
262,NMD_R1 Shoes,150,3,I’m a nurse and these are my go to for my 12 hr sh,………………………………………………………………………………………………………………………………….,Maglin ," May 31, 2023",False,False
263,NMD_R1 Shoes,150,3,Wife loves them!!,"Look great , my wife absolutely loves them . She claims they help her back",Marc7 ," May 31, 2023",False,False
264,NMD_R1 Shoes,150,3,SIZING INACCURATE,Runs big. Should have ordered a half size smaller. Now they're out of stock and Adidas won't exchange for a similiar item. So I will get a refund,Rhonda ," May 30, 2023 ",True,True
265,NMD_R1 Shoes,150,3,Best purchase ever great and comfortable,"In love no doubt,  these shoes are comfortable very fashion",Alefit ," May 30, 2023",False,False
266,NMD_R1 Shoes,150,3,Very Comfortable Shoe,I really love this shoe it fits perfect and it is very stylish,Shiner1707 ," May 30, 2023",False,False
269,NMD_R1 Shoes,150,3,Hands down. My favorite shoe I’ve ever owned!,"Sizing is perfect.  
They’re so incredibly comfortable I forget I’m wearing shoes when I come home from work.",CraftyIndyGal ," May 30, 2023",False,False
270,NMD_R1 Shoes,150,3,A reliable shoe,The color was great and the fit of the show is perfect.,AMM1 ," May 29, 2023",False,False
271,NMD_R1 Shoes,150,3,Beat work shoes for a medical worker on their feet,I work on my feet 5-7 days a weeks for 12 plus hours and I’m never complaining of sore feet when I get home. Gives me a lot of support on pressure points and will definitely recommend to all my employees,Bug22 ," May 29, 2023",False,False
272,NMD_R1 Shoes,150,3,Gifted them to my mom and she loves them!,My mom can’t keep them off of her feet! I would totally recommend,Kparker29 ," May 29, 2023",False,False
273,NMD_R1 Shoes,150,3,The best,Great price great color and good comfort I love it,Paloma ," May 28, 2023",False,False
274,NMD_R1 Shoes,150,3,"Very comfortable, flexible, stylish and breathable",Would purchase in every color. Would love them in army green! I could use a sponsor!!,Sigma ," May 28, 2023",False,False
275,NMD_R1 Shoes,150,3,Great but a little Uncomfortable,They were on sale when I was ready to purchase them,Jessica ," May 28, 2023 ",False,True
276,NMD_R1 Shoes,150,3,Not for me,The backs dig into my ankle. Can not walk in them long.,LKRob ," May 27, 2023 ",False,True
277,NMD_R1 Shoes,150,3,It’s really nice and comfortable,The shipping was so fast and the quality good and I got it on sale,,,False,False
278,NMD_R1 Shoes,150,3,Best purchase ever,Love NMD'S. My absolute favorite pair of shoes and go to for out and about comfort.,,,False,False
279,NMD_R1 Shoes,150,3,Eye catching and running a half size big.,They run big. I bought my regular size and had the perfect amount of room to slip in my orthotic insoles. No arch support in the factory insole. The color is LOUD!,,,False,False
280,NMD_R1 Shoes,150,3,Love NMDS they’re soo comfortable!,I wear my NMDS for work and I’m on my feet for 12 hours as a nurse and couldn’t recommend them enough. I love their different colors and style. Definitely would recommend.,,,False,False
281,NMD_R1 Shoes,150,3,Couldn’t pass up,Color &amp; price the shoe is comfortable and light exactly what I wanted and expected,,,False,False
0,Samba Classic,90,2,"nice shoes, classic and trendy",bought these for my brother and he likes them a lot. nice outfits and i get sister of the year!,lucygoosey ," September 13, 2023",False,False
1,Samba Classic,90,2,"Solid fit, rethink twice about going 1/2 a size up","Pretty good shoe, really big fan of the samba brand.",Tuttywutty ," September 12, 2023",False,False
2,Samba Classic,90,2,love these,"love these they are so comfy and cute, i love wearing them, they are my everyday shoe i literally cannot take them off",veve ," September 12, 2023",False,False
3,Samba Classic,90,2,Vey fashionable shoes,I like these shoes a lot my only complaint is that they’re not super comfortable cause they were a bit narrow for my feet. And that they only have samba og for men and children but not women. Just wish they were a bit more inclusive.,Jamie ," September 12, 2023 ",True,True
4,Samba Classic,90,2,Timeless design,"Can never go wrong with this shoe with any outfit, this design has stood the test of time and generations",LuvthesepantZ ," September 11, 2023",False,False
5,Samba Classic,90,2,Great product,Positive Experience and great style. Very comfortable,Maverick ," September 11, 2023 ",False,True
6,Samba Classic,90,2,Great price for these sneakers!!,Comfortable and I can wear them with anything. The colors go with any color.,Cocoa ," September 10, 2023 ",True,True
11,Samba Classic,90,2,A “must” buy,"I’ve always loved the Samba, since I first saw them in 1989. Now I have a pair of my own!",Wiseguy83 ," September 10, 2023",False,False
17,Samba Classic,90,2,Fits true to size very sleek and stylish,Very stylish and comfortable shoe at an affordable price,Kash ," September 9, 2023",False,False
18,Samba Classic,90,2,Chic &amp; comfortable,I am normally a US Women's 10 and could take a 8.5 or 9 Men's in this shoe. SO comfortable!!,DanS ," September 9, 2023 ",False,True
19,Samba Classic,90,2,Reliable and a favorite shoe since I was a kid!,"Having a flat foot, the arch support makes for a very comfortable everyday wear",Jj12 ," September 7, 2023",False,False
20,Samba Classic,90,2,Great for daily use!,Adidas classics are the best with comfort. Very stylish!,janix ," September 7, 2023",False,False
21,Samba Classic,90,2,Stylish &amp; comfortable,"Comfortable to wear and I like the black &amp; white. I wear with shorts, jeans or khakis.",CBow ," September 7, 2023 ",False,True
22,Samba Classic,90,2,Honestly one of the best product,Need a bit more colors and a bit too pricey for the clothes,Fizz ," September 6, 2023",False,False
23,Samba Classic,90,2,Amazing purchase super easy to clean and durable,Favorite shoe goes with a lot little narrow but overall amazing shoe,spray ," September 5, 2023",False,False
24,Samba Classic,90,2,It’s a good everyday shoe to wear,It’s can go with anything you wear it’s an amazing shoe to own,Amazing26 ," September 4, 2023",False,False
25,Samba Classic,90,2,Best purchase ever.,very good product                                        Thank You.,bikash1234 ," September 4, 2023",False,False
29,Samba Classic,90,2,Good product to buy.,Very good product.It's good in size and comfortable to wear.I would recommend it to everyone.,Nick ," September 4, 2023",False,False
31,Samba Classic,90,2,Love them,"Love these classic shoes. The lines the fit, amazing classic of footballers all over the planet!",Volkshof1 ," September 3, 2023 ",True,True
32,Samba Classic,90,2,Love the product!,The product is great and so are the material used BUT the material used for the tongue is a bit cheap and flimsy. Otherwise amazing shoe,Riqson! ," September 2, 2023",False,False
33,Samba Classic,90,2,Timeless classic!,"I love them, they’re exactly the same as the ones I had 28 years ago",Wiseguy83 ," September 2, 2023",False,False
34,Samba Classic,90,2,Decent for indoor soccer,"Bigger than other shoes get a size down to try. 
Comfortable and decent for indoor soccer",Himo ," September 1, 2023",False,False
35,Samba Classic,90,2,Great Classic Old-School look! Would buy again!,Definitely an attention getter! Like the look and feel.,EMS-Rescue-Medic ," September 1, 2023",False,False
36,Samba Classic,90,2,A timeless classic,"Coaching, playing, casual wear. Can’t beat the old classic three stripe",MB117 ," August 31, 2023",False,False
37,Samba Classic,90,2,"True to size, comfortable, can wear with anything,",Nice and are stylish and can play in the very well,Angel10 ," August 30, 2023",False,False
